config_id,alpha,beta,gamma,ridge_lambda,ratio_estimator,clipping,candidate_pool_size,adaptive_gamma,ess_floor,cond_ref,gamma_ess_scale,gamma_cond_scale,pooled_gap_mean,pooled_p_value,pooled_test,pooled_n_pairs,stability_mse_mean,pooled_mse_mean,holm_adjusted_p,stability_beats_pooled,holm_significant
cfg_0144,0.1,0.1,0.1,0.0001,gaussian_diag_proxy,none,8,False,200.0,120.0,0.8,0.25,-0.01137611215877606,0.0318603515625,paired_wilcoxon,15,0.17249627291298905,0.18387238507176515,1.0,True,False
cfg_0118,0.1,0.1,0.0,0.0001,gaussian_diag_proxy,p99,16,False,200.0,120.0,0.8,0.25,-0.0071934802003923845,0.532958984375,paired_wilcoxon,15,0.14491575331151987,0.15210923351191227,1.0,True,False
cfg_0119,0.1,0.1,0.0,0.0001,gaussian_diag_proxy,p99,16,True,200.0,120.0,0.8,0.25,-0.0071934802003923845,0.532958984375,paired_wilcoxon,15,0.14491575331151987,0.15210923351191227,1.0,True,False
cfg_0102,0.1,0.1,0.0,1e-05,gaussian_diag_proxy,p99,16,False,200.0,120.0,0.8,0.25,-0.007193470380203783,0.532958984375,paired_wilcoxon,15,0.14491576362492684,0.15210923400513063,1.0,True,False
cfg_0103,0.1,0.1,0.0,1e-05,gaussian_diag_proxy,p99,16,True,200.0,120.0,0.8,0.25,-0.007193470380203783,0.532958984375,paired_wilcoxon,15,0.14491576362492684,0.15210923400513063,1.0,True,False
cfg_0004,0.1,0.0,0.0,1e-05,gaussian_diag_proxy,p99,8,False,200.0,120.0,0.8,0.25,-0.007179473185902478,0.0400444663225117,paired_t_test,15,0.15065703775359493,0.15783651093949744,1.0,True,False
cfg_0005,0.1,0.0,0.0,1e-05,gaussian_diag_proxy,p99,8,True,200.0,120.0,0.8,0.25,-0.007179473185902478,0.0400444663225117,paired_t_test,15,0.15065703775359493,0.15783651093949744,1.0,True,False
cfg_0020,0.1,0.0,0.0,0.0001,gaussian_diag_proxy,p99,8,False,200.0,120.0,0.8,0.25,-0.007179472072439212,0.040044559784279087,paired_t_test,15,0.15065703812764544,0.15783651020008466,1.0,True,False
cfg_0021,0.1,0.0,0.0,0.0001,gaussian_diag_proxy,p99,8,True,200.0,120.0,0.8,0.25,-0.007179472072439212,0.040044559784279087,paired_t_test,15,0.15065703812764544,0.15783651020008466,1.0,True,False
cfg_0173,0.1,0.1,0.5,1e-05,logistic_ratio_proxy,p99,8,True,200.0,120.0,0.8,0.25,-0.0070443318875946645,0.003446416785509065,paired_t_test,15,0.13607143247674505,0.1431157643643397,1.0,True,False
cfg_0189,0.1,0.1,0.5,0.0001,logistic_ratio_proxy,p99,8,True,200.0,120.0,0.8,0.25,-0.007044320211422419,0.0034464722998294854,paired_t_test,15,0.13607144373763475,0.14311576394905715,1.0,True,False
cfg_0077,0.1,0.0,0.5,1e-05,logistic_ratio_proxy,p99,8,True,200.0,120.0,0.8,0.25,-0.007042232530358849,0.00345522355198856,paired_t_test,15,0.13607353183398088,0.1431157643643397,1.0,True,False
cfg_0093,0.1,0.0,0.5,0.0001,logistic_ratio_proxy,p99,8,True,200.0,120.0,0.8,0.25,-0.007042221340553152,0.0034552771540679672,paired_t_test,15,0.136073542608504,0.14311576394905715,1.0,True,False
cfg_0169,0.1,0.1,0.5,1e-05,logistic_ratio_proxy,none,8,True,200.0,120.0,0.8,0.25,-0.006808643693324898,0.0030651962821549128,paired_t_test,15,0.13605286427202934,0.1428615079653542,1.0,True,False
cfg_0185,0.1,0.1,0.5,0.0001,logistic_ratio_proxy,none,8,True,200.0,120.0,0.8,0.25,-0.006808638848898093,0.0030652109538678676,paired_t_test,15,0.13605286869180488,0.14286150754070298,1.0,True,False
